generation,block,config,intra_diversity,global_diversity,inter_diversity
1050,dev,full,4.597029012908218e-07,7.546528982477402e-07,2.949502681358045e-07
1100,offload,full,7.567657799234699e-05,0.0001272485656522275,5.157979392777672e-05
1100,seq,full,0.000625638509335429,0.0008497820613967328,0.0002244242496507392
1100,dev,full,3.133900261572233e-07,4.581733201257219e-07,1.447833847158153e-07
1150,offload,full,5.504637040542422e-05,0.0001043788960292445,4.933795709126236e-05
1150,seq,full,0.001399883252679582,0.002058451029257888,0.0006604148809961013
1150,dev,full,2.131982017431249e-07,3.94347687392666e-07,1.811495628910472e-07
1200,offload,full,3.202550431893758e-05,8.459949876010796e-05,5.257736193178364e-05
1200,seq,full,0.001079799679799386,0.001532093776839546,0.0004532722335926511
1200,dev,full,1.998768901887395e-07,5.351634786705596e-07,3.352867225139191e-07
1250,offload,full,5.544164145360216e-05,0.0001689426968865274,0.000113513641134888
1250,seq,full,0.001598459097637077,0.001983278968251246,0.0003860528260572007
1250,dev,full,2.89220233964163e-07,4.63693412299428e-07,1.744732792576465e-07
1300,offload,full,7.110789137806342e-05,0.0002099715309996257,0.000138883388957818
1300,seq,full,0.001155964275026025,0.001692345050204478,0.0005376226686291354
1300,dev,full,3.273226528747219e-07,5.167305833714976e-07,1.894080544918378e-07
1350,offload,full,6.613697419370205e-05,0.0001452564655289995,7.912995740701193e-05
1350,seq,full,0.001125098320284055,0.001672976616581805,0.000549112874668674
1350,dev,full,2.084578135819303e-07,3.217546758439814e-07,1.132969094972959e-07
1400,offload,full,7.344528396346354e-05,0.0002171485861258664,0.000143724411630658
1400,seq,full,0.001068421593895921,0.001831884400627202,0.0007650961998686806
1400,dev,full,2.034701864316125e-07,3.721759070910506e-07,1.687057893126221e-07
1450,offload,full,0.0002164197883677029,0.0002911614546385856,7.477402671721466e-05
1450,seq,full,0.001065258142971531,0.001325695833673862,0.0002609933727565095
1450,dev,full,3.966901013137038e-07,8.952811533817212e-07,4.985914476404253e-07
1500,offload,full,3.948003757016035e-05,6.835301232438243e-05,2.887525466857817e-05
1500,seq,full,0.0007835008661650792,0.002120391499583343,0.001338986603248414
1500,dev,full,4.101438132711132e-07,8.702258425385437e-07,4.600824066671748e-07
1550,offload,full,3.032342143518951e-05,6.750753624212453e-05,3.718636996674862e-05
1550,seq,full,0.0007091156551193617,0.001077470631846319,0.000368877849000466
1550,dev,full,4.522194046590125e-07,1.201517618220128e-06,7.492988912557056e-07
1600,offload,full,6.91483157399114e-05,0.0001297141567653676,6.057421769239616e-05
1600,seq,full,0.001132768342272649,0.001818141037616507,0.0006869275401359916
1600,dev,full,3.313130034102344e-07,7.4553293382345e-07,4.142202048861938e-07
1650,offload,full,0.000120416537408219,0.0003390652055533116,0.0002187013297294286
1650,seq,full,0.001059786013693515,0.001446210488459155,0.0003872446742251736
1650,dev,full,3.178885590169636e-07,5.693070853032057e-07,2.514186861324444e-07
1700,offload,full,0.0001572690489158168,0.0003044183509352107,0.0001471955935943372
1700,seq,full,0.001136727990500391,0.001662329783977634,0.0005267984511195227
1700,dev,full,2.252801386525725e-07,4.123799893857004e-07,1.870999350329086e-07
1750,offload,full,0.000104690765431401,0.0003751751390724697,0.0002705410093056184
1750,seq,full,0.0005622279213854641,0.000879954266332518,0.0003180838588334377
1750,dev,full,2.687504533020853e-07,4.895394173405666e-07,2.207890827127851e-07
1800,offload,full,0.0001413312865575427,0.0004602055936611121,0.0003189644456686045
1800,seq,full,0.0004742984849188352,0.0006903637664538193,0.0002162703641318245
