gen,CCHIHH_Full mean,CCHIHH_Full var,GDE mean,GDE var,CGA mean,CGA var,IMOMA mean,IMOMA var
6350,0.03911196,3.1568796803999996e-06,0.037609159999999996,1.7342144923999955e-06,0.05224163,1.3566994321000013e-06,0.0586759,2.217821292000001e-06
6400,0.03910379,3.1684035808999986e-06,0.03758421,1.7363747088999991e-06,0.05218507,1.3396983561000014e-06,0.0586759,2.217821292000001e-06
6450,0.03908342,3.1896362935999994e-06,0.037561670000000005,1.7812177941000007e-06,0.052092400000000004,1.2953826799999979e-06,0.058674840000000006,2.2130198524000014e-06
6500,0.039074359999999995,3.1576421504e-06,0.037554989999999996,1.798069370900002e-06,0.052050589999999994,1.2928156068999986e-06,0.058674840000000006,2.2130198524000014e-06
6550,0.03906371,3.1729557308999997e-06,0.03754537,1.817647540100001e-06,0.05198007,1.2492959720999997e-06,0.05867407,2.2095446961000017e-06
6600,0.03905124,3.1927138464000007e-06,0.03754052,1.8147976655999988e-06,0.05192059,1.2348573069000017e-06,0.05863147,2.193119684100001e-06
6650,0.039038630000000005,3.2033933381e-06,0.03752611,1.8321458049000012e-06,0.05183069,1.230458324900002e-06,0.05863147,2.193119684100001e-06
6700,0.03901554,3.197488134399999e-06,0.03751276,1.8465492844e-06,0.05178089,1.237692540900001e-06,0.05863147,2.193119684100001e-06
6750,0.039001469999999996,3.200186168099997e-06,0.03749404,1.859948464399998e-06,0.05173871,1.215333206900001e-06,0.05857279,2.088215100900001e-06
6800,0.03899049,3.180241338899997e-06,0.03748408,1.8658637935999977e-06,0.05168615,1.1973655045000018e-06,0.05849234,2.1356892584000007e-06
6850,0.0389799,3.1752466419999997e-06,0.037462800000000004,1.9041648160000019e-06,0.05166507,1.1837555021000038e-06,0.05849234,2.1356892584000007e-06
6900,0.03896508,3.1622749635999968e-06,0.03745474,1.9041026164000016e-06,0.05164095,1.172796778500003e-06,0.05846083,2.2304105241000015e-06
6950,0.03895269,3.1403664849000043e-06,0.03745088,1.908313759599998e-06,0.05159477,1.0972568340999996e-06,0.05845946,2.229128190400002e-06
7000,0.038929389999999994,3.1099409448999996e-06,0.037435750000000004,1.952170530499998e-06,0.051547239999999994,1.1330818103999983e-06,0.0584473,2.2327319280000017e-06
7050,0.038918140000000004,3.106514634400002e-06,0.03742553,1.9799712481000003e-06,0.051515359999999996,1.132951984400003e-06,0.0584473,2.2327319280000017e-06
7100,0.03889318,3.1227104495999974e-06,0.03741368,1.993531545600002e-06,0.05146331,1.1415735149000022e-06,0.058435219999999996,2.1759072936000007e-06
7150,0.038883829999999994,3.127552286099999e-06,0.03740472,1.9896528116000002e-06,0.05144795,1.1363343005000012e-06,0.05833407,2.2160227361e-06
7200,0.0388625,3.126822107999995e-06,0.03739958,1.994316829600003e-06,0.051409439999999994,1.1301519703999986e-06,0.058328040000000005,2.191648722399998e-06
7250,0.038845210000000005,3.1238470269e-06,0.03738953,2.0055282341000027e-06,0.05137199,1.0863796929000016e-06,0.058269839999999996,2.1561823923999985e-06
7300,0.0388301,3.0825162519999977e-06,0.03738052,2.0070623256000003e-06,0.05133378000000001,1.1271261295999996e-06,0.05826883000000001,2.1576608620999992e-06
7350,0.038821220000000004,3.0722725556000016e-06,0.03736895,2.0128766424999964e-06,0.05129387,1.1766948201000002e-06,0.058246969999999995,2.1772698400999988e-06
7400,0.03880486,3.0358337504e-06,0.03735704,2.028868272399999e-06,0.05127289,1.1792302449000014e-06,0.058245349999999994,2.1769197904999988e-06
